model,seeds,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,baseline_MAE_mean,baseline_RMSE_mean,MAE_mean_change_vs_baseline,RMSE_mean_change_vs_baseline
Gradient Boosting,10,17.392242746240047,0.9975510632875323,15.735442133269418,18.80541127002474,21.98450576193003,1.4619820016791487,19.347665014677858,24.221336579981536,27.78805845570551,34.42053274269173,-10.395815709465463,-12.4360269807617
