model,validation_rows,validation_matches,validation_seed,MAE,MAE_CI_low,MAE_CI_high,RMSE,RMSE_CI_low,RMSE_CI_high
Current Run Rate Baseline,154,77,42,23.121212121212118,20.30459956709957,26.037391774891777,29.25488822143207,25.883401067781364,32.598478548571926
