model,seeds,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,baseline_MAE_mean,baseline_RMSE_mean,MAE_mean_change_vs_baseline,RMSE_mean_change_vs_baseline
Linear Regression,10,17.43753212122916,1.1469886995499703,15.558452771811918,19.134420026141086,21.921835322414058,1.614364107367895,19.55136361663241,24.741062557298644,27.78805845570551,34.42053274269173,-10.350526334476347,-12.498697420277672
